# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "data/7/genes.gtf" "-o" "feature_counts.txt" "data/7/SRR453566_mapped.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR453566_mapped.bam
YER114C	V	390590	393712	-	3123	1146
YER115C	V	394292	394867	-	576	150
YER116C	V	395348	396172	-	825	185
YER117W	V;V	396769;397282	396810;397653	+;+	414	14468
YER118C	V	397952	399055	-	1104	843
YER119C	V	399496	400842	-	1347	525
YER119C-A	V	400867	401238	-	372	11
YER120W	V	401135	401869	+	735	1206
YER121W	V	402375	402719	+	345	34
YER122C	V	402871	404352	-	1482	2881
YER123W	V	404813	406387	+	1575	631
YER124C	V	407342	409063	-	1722	1861
YER125W	V	410189	412618	+	2430	2047
YER126C	V	413394	414179	-	786	1495
YER127W	V	414481	415554	+	1074	743
YER128W	V	415859	416470	+	612	175
YER129W	V	417281	420709	+	3429	1144
YER130C	V	421115	422446	-	1332	541
YER131W	V	423952	424311	+	360	10419
snR4	V	424698	424883	+	186	164
YER132C	V	425188	430449	-	5262	593
snR52	V	431129	431220	-	92	2
YER133W	V;V	432495;433197	432671;433958	+;+	939	3741
tH(GUG)E2	V	434541	434612	-	72	8
tK(CUU)E2	V	435752	435824	-	73	0
YER133W-A	V	437191	437532	+	342	25
YER134C	V	437267	437803	-	537	123
YER135C	V	437952	438344	-	393	6
tV(AAC)E1	V	438700	438773	+	74	0
YER136W	V	439616	440971	+	1356	1810
YER137C	V	441373	441819	-	447	17
YER137W-A	V	441575	441880	+	306	0
SCR1	V	441987	442508	+	522	216
tI(AAU)E1	V	443202	443275	-	74	0
YER138C	V;V	443756;447723	447721;449024	-;-	5268	60
YER137C-A	V	447702	449024	-	1323	0
YER138W-A	V	449474	449578	+	105	4
YER139C	V	450563	451243	-	681	259
YER140W	V	451565	453235	+	1671	407
YER141W	V	453459	454919	+	1461	2430
YER142C	V	455146	456036	-	891	387
YER143W	V	456319	457605	+	1287	755
YER144C	V	457806	460223	-	2418	518
YER145C	V	460526	461740	-	1215	7336
YER145C-A	V	462386	462823	-	438	28
YER146W	V	462585	462866	+	282	7
YER147C	V	462968	464842	-	1875	389
YER147C-A	V	465203	465613	-	411	345
YER148W	V	465303	466025	+	723	818
YER148W-A	V	466185	466763	+	579	2
YER149C	V	466208	467470	-	1263	295
YER150W	V	468370	468816	+	447	155
tV(AAC)E2	V	469457	469530	+	74	0
YER151C	V	469686	472424	-	2739	1432
YER152C	V	472657	473988	-	1332	569
YER152W-A	V	473485	474051	+	567	0
YER153C	V	474041	474805	-	765	93
YER154W	V	475020	476228	+	1209	1241
YER155C	V	476345	482848	-	6504	2661
YER156C	V	483325	484341	-	1017	1369
YER157W	V	484788	487193	+	2406	593
tE(UUC)E3	V	487331	487402	-	72	0
YER158C	V	488857	490578	-	1722	348
YER158W-A	V	491487	491702	+	216	18
YER159C	V	491530	491958	-	429	614
tR(ACG)E	V	492352	492424	-	73	0
YER160C	V;V	492856;496823	496821;498124	-;-	5268	65
YER159C-A	V	496802	498124	-	1323	0
YER161C	V	499347	500348	-	1002	900
YER162C	V	500630	502894	-	2265	388
YER163C	V	503084	503782	-	699	365
YER164W	V	505392	509798	+	4407	1589
YER165W	V	510373	512106	+	1734	6354
YER165C-A	V	512627	512983	-	357	35
YER166W	V	512744	517459	+	4716	2078
YER167W	V	518216	520771	+	2556	693
YER168C	V	521029	522669	-	1641	578
YER169W	V	523369	525759	+	2391	462
YER170W	V	525974	526651	+	678	290
YER171W	V	527082	529418	+	2337	1024
YER172C	V	529530	536021	-	6492	1054
YER172C-A	V	536275	536655	-	381	0
YER173W	V	536300	538279	+	1980	225
YER174C	V	538434	539168	-	735	604
YER175C	V	539464	540363	-	900	479
YER175W-A	V	540650	540814	+	165	27
YER176W	V	541690	545055	+	3366	1116
YER177W	V	545611	546414	+	804	10656
YER178W	V	546817	548079	+	1263	3800
YER179W	V;V	548421;548645	548552;549517	+;+	1005	42
YER180C	V	549724	550527	-	804	203
YER180C-A	V	550865	551122	-	258	90
tI(AAU)E2	V	551285	551358	-	74	0
YER181C	V	551473	551796	-	324	2
YER182W	V	552525	553259	+	735	466
YER183C	V	553334	553969	-	636	303
YER184C	V	556296	558680	-	2385	142
YER185W	V	559454	560365	+	912	60
YER186C	V	561705	562625	-	921	664
YER187W	V	566230	566655	+	426	58
YER188W	V	568040	568759	+	720	109
YER188C-A	V	569608	569907	-	300	14
YER189W	V	571155	571523	+	369	12
YER190W	V	571480	576525	+	5046	16
YER190C-A	V	574804	575379	-	576	0
YER190C-B	V	575680	576162	-	483	0
YHL050C	VIII;VIII	445;2671	1897;3311	-;-	2094	55
YHL050W-A	VIII	811	1293	+	483	0
YHL049C	VIII	3726	4541	-	816	7
YHL048C-A	VIII	5663	5797	-	135	0
YHL048W	VIII	6401	7546	+	1146	6
YHL047C	VIII	8351	10213	-	1863	0
YHL046W-A	VIII	9981	10307	+	327	0
YHL046C	VIII	11923	12285	-	363	1
YHL045W	VIII	12502	12849	+	348	1
YHL044W	VIII	13565	14272	+	708	25
YHL043W	VIII	14901	15413	+	513	70
YHL042W	VIII	15667	16119	+	453	89
YHL041W	VIII	17392	17841	+	450	2
YHL040C	VIII	19088	20971	-	1884	484
YHL039W	VIII	21783	23540	+	1758	929
YHL038C	VIII	23617	25509	-	1893	676
YHL037C	VIII	25778	26179	-	402	7
YHL036W	VIII	26241	27881	+	1641	691
YHL035C	VIII	27978	32756	-	4779	623
YHL034W-A	VIII	33176	33637	+	462	24
YHL034C	VIII	33193	34077	-	885	1907
YHL033C	VIII	35255	36025	-	771	8701
YHL032C	VIII	36379	38508	-	2130	619
YHL031C	VIII	38815	39486	-	672	77
YHL030W-A	VIII	39074	39535	+	462	0
YHL030W	VIII	40084	45690	+	5607	2016
YHL029C	VIII	45929	47968	-	2040	574
YHL028W	VIII	48763	50580	+	1818	502
YHL027W	VIII	51111	52988	+	1878	1259
YHL026C	VIII	53219	54166	-	948	196
YHL025W	VIII	54851	55849	+	999	674
YHL024W	VIII	56649	58790	+	2142	308
YHL023C	VIII	59123	62563	-	3441	963
tH(GUG)H	VIII	62755	62826	+	72	2
YHL022C	VIII	62961	64157	-	1197	64
YHL021C	VIII	64462	65859	-	1398	619
YHL020C	VIII	66242	67456	-	1215	1204
YHL019W-A	VIII	67711	68304	+	594	0
YHL019C	VIII	67731	69548	-	1818	233
YHL018W	VIII	69708	70070	+	363	41
YHL017W	VIII	70276	71874	+	1599	796
YHL016C	VIII	72037	74244	-	2208	117
YHL015W-A	VIII	74699	74782	+	84	3
YHL015W	VIII	75412	75777	+	366	25821
YHL014C	VIII	76097	77314	-	1218	392
YHL013C	VIII	77430	78353	-	924	423
YHL012W	VIII	78936	80417	+	1482	136
YHL011C	VIII	80654	81616	-	963	2463
YHL010C	VIII	81964	83721	-	1758	173
YHL009C	VIII	84068	85060	-	993	239
tV(AAC)H	VIII	85298	85371	-	74	0
YHL009W-B	VIII;VIII	85909;86996	86994;91318	+;+	5409	2
YHL009W-A	VIII	85909	87150	+	1242	0
YHL008C	VIII	92627	94510	-	1884	39
YHL007C	VIII	95118	97937	-	2820	1330
YHL006W-A	VIII	97732	98085	+	354	34
YHL006C	VIII	98343	98795	-	453	57
YHL005C	VIII	98828	99220	-	393	2
YHL004W	VIII	99219	100403	+	1185	1443
YHL003C	VIII	100648	101883	-	1236	2003
YHL002C-A	VIII	102587	103075	-	489	0
YHL002W	VIII	102612	103970	+	1359	350
YHL001W	VIII;VIII	104277;104804	104405;105091	+;+	417	4149
YHR001W	VIII	106055	107368	+	1314	831
YHR001W-A	VIII;VIII	107826;107895	107831;108122	+;+	234	1472
YHR002W	VIII	108812	109885	+	1074	190
YHR003C	VIII	110028	111317	-	1290	766
YHR004C	VIII	111754	113094	-	1341	387
YHR005C	VIII	113499	114917	-	1419	1078
YHR005C-A	VIII	115620	115901	-	282	2510
tT(AGU)H	VIII	116107	116179	-	73	0
YHR006W	VIII	117814	119439	+	1626	880
YHR007C	VIII	120091	121683	-	1593	12701
YHR007C-A	VIII	122550	122765	-	216	25
YHR008C	VIII	122889	123590	-	702	1974
YHR009C	VIII	124109	125680	-	1572	1682
YHR010W	VIII;VIII	126521;127113	126551;127492	+;+	411	17322
YHR011W	VIII	127780	129120	+	1341	451
YHR012W	VIII;VIII	129481;129648	129528;130448	+;+	849	782
YHR013C	VIII	130730	131446	-	717	708
YHR014W	VIII	132047	132922	+	876	42
tS(AGA)H	VIII	133026	133107	-	82	0
tQ(UUG)H	VIII	134321	134392	+	72	0
YHR015W	VIII	134554	136533	+	1980	146
YHR016C	VIII;VIII	136881;138409	138240;138455	-;-	1407	448
YHR017W	VIII	138694	139851	+	1158	520
YHR018C	VIII	140011	141402	-	1392	8562
YHR019C	VIII	141894	143558	-	1665	5383
YHR020W	VIII	143996	146062	+	2067	4434
tA(AGC)H	VIII	146242	146314	-	73	4
YHR021C	VIII;VIII	147871;148667	148116;148669	-;-	249	7301
YHR021W-A	VIII	149225	149680	+	456	10
YHR022C	VIII	149575	150345	-	771	14
YHR022C-A	VIII	151217	151306	-	90	12
YHR023W	VIII	151666	157452	+	5787	1302
YHR024C	VIII	157744	159192	-	1449	1372
YHR025W	VIII	159438	160511	+	1074	2301
YHR026W	VIII	160844	161485	+	642	2090
YHR027C	VIII	161730	164711	-	2982	6737
YHR028C	VIII	164978	167434	-	2457	1863
YHR028W-A	VIII	167352	167672	+	321	0
YHR029C	VIII	167677	168561	-	885	627
YHR030C	VIII	168890	170344	-	1455	1111
YHR031C	VIII	170799	172970	-	2172	476
YHR032W	VIII	173344	175089	+	1746	1244
YHR032W-A	VIII	175195	175374	+	180	49
YHR032C-A	VIII	175275	175394	-	120	7
YHR033W	VIII	175548	176819	+	1272	282
YHR034C	VIII	176965	177999	-	1035	258
YHR035W	VIII	178219	180111	+	1893	86
YHR036W	VIII	180345	181760	+	1416	382
YHR037W	VIII	181977	183704	+	1728	1578
YHR038W	VIII	184066	184758	+	693	309
YHR039C	VIII	184875	186809	-	1935	3471
YHR039C-A	VIII;VIII	187173;187677	187514;187679	-;-	345	2325
YHR040W	VIII	187924	189024	+	1101	470
YHR041C	VIII;VIII	189131;189851	189749;189864	-;-	633	395
YHR042W	VIII	190543	192618	+	2076	3423
YHR043C	VIII	192805	193545	-	741	483
YHR044C	VIII	194068	194808	-	741	112
YHR045W	VIII	195551	197233	+	1683	1077
YHR046C	VIII	197398	198285	-	888	536
YHR047C	VIII	198740	201310	-	2571	894
YHR048W	VIII	204607	206151	+	1545	216
YHR049W	VIII	206462	207193	+	732	1030
YHR049C-A	VIII	207234	207530	-	297	47
YHR050W	VIII	207654	209303	+	1650	686
YHR050W-A	VIII	209475	209645	+	171	143
YHR051W	VIII	209705	210151	+	447	2631
YHR052W	VIII	210848	211978	+	1131	1575
RUF5-1	VIII	212409	213118	+	710	29
YHR052W-A	VIII	212510	212704	+	195	0
YHR053C	VIII	212535	212720	-	186	0
YHR054C	VIII	213185	214249	-	1065	75
RUF5-2	VIII	214407	215116	+	710	55
YHR054W-A	VIII	214508	214702	+	195	0
YHR055C	VIII	214533	214718	-	186	0
YHR056C	VIII	215183	217834	-	2652	420
YHR056W-A	VIII	217406	217840	+	435	0
YHR057C	VIII	218226	218843	-	618	869
YHR058C	VIII	218997	219884	-	888	247
YHR059W	VIII	220108	220500	+	393	436
YHR060W	VIII	220725	221270	+	546	441
YHR061C	VIII	221534	222478	-	945	192
YHR062C	VIII	222877	223758	-	882	406
YHR063C	VIII	224030	225169	-	1140	1235
YHR063W-A	VIII	225442	225777	+	336	15
YHR064C	VIII	225525	227141	-	1617	4258
YHR065C	VIII	227532	229037	-	1506	1316
YHR066W	VIII	229335	230696	+	1362	1025
YHR067W	VIII	230970	231812	+	843	306
YHR068W	VIII	232133	233296	+	1164	2794
YHR069C	VIII	233579	234658	-	1080	650
YHR069C-A	VIII	234874	235236	-	363	0
YHR070W	VIII	234881	236380	+	1500	288
YHR070C-A	VIII	236102	236512	-	411	52
YHR071W	VIII	237004	237693	+	690	853
tF(GAA)H1	VIII;VIII	237848;237903	237883;237939	-;-	73	0
YHR071C-A	VIII	238910	239230	-	321	0
YHR072W	VIII	239098	241293	+	2196	1969
YHR072W-A	VIII	241664	241840	+	177	1835
YHR073W	VIII	242582	245572	+	2991	1569
YHR073W-A	VIII	242868	243044	+	177	0
YHR073C-B	VIII	245422	245502	-	81	0
YHR074W	VIII	246193	248337	+	2145	1591
YHR075C	VIII	248439	249641	-	1203	126
YHR076W	VIII;VIII	251101;251249	251155;252225	+;+	1032	755
YHR077C	VIII;VIII	252374;255751	255637;255756	-;-	3270	1896
YHR078W	VIII	256360	258018	+	1659	681
YHR079C	VIII	258244	261591	-	3348	725
YHR079C-A	VIII;VIII	262192;262441	262354;262553	-;-	276	4
YHR080C	VIII	262801	266838	-	4038	758
YHR081W	VIII	267538	268092	+	555	550
YHR082C	VIII	268459	271548	-	3090	1425
YHR083W	VIII	272627	273616	+	990	702
YHR084W	VIII	274174	276240	+	2067	857
YHR085W	VIII	276764	277768	+	1005	380
YHR086W	VIII	278153	279724	+	1572	544
YHR086W-A	VIII	280231	280392	+	162	15
YHR087W	VIII	280820	281155	+	336	300
YHR088W	VIII	281495	282382	+	888	564
YHR089C	VIII	282681	283298	-	618	2681
YHR090C	VIII	283777	284625	-	849	288
YHR091C	VIII	284839	286770	-	1932	695
YHR092C	VIII	287081	288811	-	1731	17906
YHR093W	VIII	289142	289690	+	549	11
YHR094C	VIII	290913	292625	-	1713	904
YHR095W	VIII	292943	293437	+	495	0
YHR096C	VIII	294669	296447	-	1779	226
YHR097C	VIII;VIII	297385;298485	298360;298609	-;-	1101	511
YHR098C	VIII	299145	301934	-	2790	1930
YHR099W	VIII	302761	313995	+	11235	2329
YHR100C	VIII	314116	314673	-	558	259
YHR101C	VIII;VIII	314874;315859	315771;315968	-;-	1008	268
YHR102W	VIII	316572	319814	+	3243	603
YHR103W	VIII	320414	322972	+	2559	968
YHR104W	VIII	323409	324392	+	984	805
YHR105W	VIII	324766	325410	+	645	99
YHR106W	VIII	325598	326626	+	1029	378
YHR107C	VIII	326813	328036	-	1224	1010
YHR108W	VIII	328303	330060	+	1758	1669
YHR109W	VIII	330310	332067	+	1758	242
YHR110W	VIII	332282	332920	+	639	607
YHR111W	VIII	333072	334394	+	1323	717
YHR112C	VIII	334527	335663	-	1137	1926
YHR113W	VIII	336337	337809	+	1473	792
YHR114W	VIII	338083	339984	+	1902	677
YHR115C	VIII	340109	341359	-	1251	710
YHR116W	VIII	341665	342120	+	456	250
YHR117W	VIII	342349	344268	+	1920	934
YHR118C	VIII	344321	345628	-	1308	347
YHR119W	VIII	346043	349285	+	3243	797
YHR120W	VIII	349574	352453	+	2880	674
YHR121W	VIII	352756	353319	+	564	1106
YHR122W	VIII	353625	354320	+	696	715
YHR123W	VIII;VIII	354815;354956	354864;356081	+;+	1176	877
YHR124W	VIII	356561	358444	+	1884	165
tF(GAA)H2	VIII;VIII	358478;358533	358513;358569	-;-	73	0
YHR125W	VIII	358858	359163	+	306	5
YHR126C	VIII	359702	360181	-	480	6
YHR127W	VIII	360913	361644	+	732	479
YHR128W	VIII	362115	362765	+	651	1226
YHR129C	VIII	362999	364153	-	1155	324
YHR130C	VIII	364965	365300	-	336	51
YHR131C	VIII	365340	367892	-	2553	526
YHR131W-A	VIII	367747	367992	+	246	8
YHR132C	VIII	368502	369794	-	1293	1287
YHR132W-A	VIII	370054	370449	+	396	366
YHR133C	VIII	370722	371597	-	876	1106
YHR134W	VIII	371749	372558	+	810	196
YHR135C	VIII	372694	374310	-	1617	1670
YHR136C	VIII	374654	375100	-	447	19
YHR137W	VIII	375709	377250	+	1542	41
YHR137C-A	VIII	375738	376388	-	651	0
YHR138C	VIII	377355	377699	-	345	289
YHR139C	VIII	378219	379199	-	981	49
YHR139C-A	VIII	380108	380419	-	312	13
YHR140W	VIII	380572	381291	+	720	86
snR32	VIII	381540	381727	+	188	22
YHR141C	VIII;VIII	381990;382748	382306;382751	-;-	321	11399
YHR142W	VIII	383538	384488	+	951	1038
YHR143W	VIII	385510	386487	+	978	3698
YHR143W-A	VIII	387233	387445	+	213	851
YHR144C	VIII	387788	388726	-	939	327
tP(UGG)H	VIII;VIII	388893;388960	388928;388995	-;-	72	0
YHR145C	VIII	388981	389337	-	357	3
YHR146W	VIII	390300	391697	+	1398	1813
YHR147C	VIII	392639	393283	-	645	944
YHR148W	VIII	393534	394085	+	552	481
YHR149C	VIII	394455	396659	-	2205	1101
YHR150W	VIII	397251	398990	+	1740	341
YHR151C	VIII	399268	400848	-	1581	268
YHR152W	VIII	401434	401955	+	522	375
YHR153C	VIII	402086	402682	-	597	57
YHR154W	VIII	402966	406178	+	3213	1145
YHR155W	VIII	407103	410789	+	3687	610
snR71	VIII	411228	411317	+	90	10
YHR156C	VIII	411384	412406	-	1023	170
YHR157W	VIII	412907	413455	+	549	19
YHR158C	VIII	413685	417179	-	3495	948
YHR159W	VIII	417549	419063	+	1515	204
YHR160C	VIII	419221	420072	-	852	72
YHR161C	VIII	420373	422286	-	1914	1470
YHR162W	VIII	423072	423461	+	390	5558
YHR163W	VIII	423724	424473	+	750	2317
YHR164C	VIII	424610	429178	-	4569	659
YHR165C	VIII	429707	436948	-	7242	1668
YHR165W-A	VIII	436647	436958	+	312	0
YHR166C	VIII	437170	439050	-	1881	406
YHR167W	VIII	439342	440127	+	786	214
YHR168W	VIII	440377	441933	+	1557	337
YHR169W	VIII	442181	443476	+	1296	706
YHR170W	VIII	443828	445384	+	1557	2090
YHR171W	VIII	445713	447605	+	1893	162
YHR172W	VIII	448335	450806	+	2472	503
YHR173C	VIII	450815	451153	-	339	41
YHR174W	VIII	451327	452640	+	1314	94526
YHR175W	VIII	452872	453441	+	570	627
YHR175W-A	VIII	453558	453707	+	150	72
YHR176W	VIII	454229	455527	+	1299	335
YHR177W	VIII	456591	457952	+	1362	262
YHR178W	VIII	459299	461530	+	2232	327
YHR179W	VIII	462502	463704	+	1203	6321
YHR180W	VIII	465178	465669	+	492	116
YHR180W-A	VIII	466932	467114	+	183	1
YHR180C-B	VIII	466958	467062	-	105	0
tT(UGU)H	VIII	466990	467061	+	72	0
YHR181W	VIII	467228	467914	+	687	561
YHR182W	VIII	468219	470576	+	2358	310
YHR182C-A	VIII	470939	471412	-	474	2
YHR183W	VIII	470960	472429	+	1470	8790
YHR184W	VIII	472744	474459	+	1716	67
YHR185C	VIII	474627	475340	-	714	4
tV(CAC)H	VIII	475706	475778	-	73	0
YHR186C	VIII	475999	480672	-	4674	1104
YHR187W	VIII	480990	481919	+	930	444
YHR188C	VIII	482005	483837	-	1833	1353
YHR189W	VIII	484028	484600	+	573	101
YHR190W	VIII	484845	486179	+	1335	2972
YHR191C	VIII	486230	486631	-	402	183
YHR192W	VIII	486826	487662	+	837	510
YHR193C	VIII	487712	488236	-	525	5717
YHR193C-A	VIII	488653	489027	-	375	1
YHR194W	VIII	488657	490396	+	1740	264
YHR195W	VIII	490747	491712	+	966	505
YHR196W	VIII	491931	493658	+	1728	1532
YHR197W	VIII	493896	496187	+	2292	1023
YHR198C	VIII	496315	497280	-	966	639
YHR199C	VIII	497490	498422	-	933	661
YHR199C-A	VIII;VIII	498571;498787	498719;498859	-;-	222	124
YHR200W	VIII	499079	499885	+	807	2113
YHR201C	VIII	499950	501143	-	1194	964
YHR202W	VIII	502388	504196	+	1809	299
YHR203C	VIII;VIII	504476;505517	505247;505530	-;-	786	12475
YHR204W	VIII	506319	508709	+	2391	774
YHR205W	VIII	509363	511837	+	2475	1597
YHR206W	VIII	512732	514600	+	1869	1012
YHR207C	VIII	514905	516485	-	1581	555
YHR208W	VIII	517532	518713	+	1182	8714
YHR209W	VIII	519437	520312	+	876	161
YHR210C	VIII	520712	521737	-	1026	73
YHR211W	VIII	525392	528619	+	3228	340
YHR212C	VIII	537759	538094	-	336	0
YHR212W-A	VIII	538742	538945	+	204	1
YHR213W	VIII	539151	539747	+	597	6
YHR213W-A	VIII	540549	540782	+	234	8
YHR213W-B	VIII	540800	541099	+	300	53
YHR214W	VIII	541651	542262	+	612	29
YHR214W-A	VIII	543008	543493	+	486	34
YHR214C-B	VIII;VIII	543964;547931	547929;549346	-;-	5382	128
YHR214C-C	VIII	547910	549346	-	1437	0
YHR214C-D	VIII	550648	550941	-	294	1
YHR214C-E	VIII	551200	551499	-	300	0
YHR215W	VIII	552099	553502	+	1404	83
YHR216W	VIII	554396	555967	+	1572	1302
YHR217C	VIII	556581	557042	-	462	0
YHR218W	VIII;VIII	558014;558715	558615;559924	+;+	1812	91
YHR218W-A	VIII	559932	560249	+	318	5
YHR219W	VIII	560173	562047	+	1875	103
YHR219C-A	VIII	561199	561681	-	483	0
YIL177C	IX;IX	483;4987	4598;6147	-;-	5277	331
YIL177W-A	IX	846	1328	+	483	0
YIL176C	IX	8793	9155	-	363	0
YIL175W	IX	9183	9500	+	318	0
YIL174W	IX	9469	9696	+	228	0
YIL173W	IX	11492	16141	+	4650	28
YIL172C	IX	16784	18553	-	1770	0
YIL171W-A	IX	18260	18712	+	453	0
YIL171W	IX	19515	19844	+	330	15
YIL170W	IX	19847	21220	+	1374	72
YIL169C	IX	23119	26106	-	2988	1157
YIL168W	IX	29032	29415	+	384	58
YIL167W	IX	29416	30048	+	633	72
YIL166C	IX	30938	32566	-	1629	152
YIL165C	IX	33718	34077	-	360	251
YIL164C	IX	34087	34686	-	600	384
YIL163C	IX	36899	37252	-	354	61
YIL162W	IX	37385	38983	+	1599	907
YIL161W	IX	39433	40140	+	708	270
YIL160C	IX	40191	41444	-	1254	68
YIL159W	IX	41825	45952	+	4128	384
YIL158W	IX	46201	46815	+	615	419
YIL157C	IX	46949	47542	-	594	312
YIL156W-A	IX	47292	47693	+	402	0
YIL156W-B	IX;IX	47690;47761	47698;47973	+;+	222	297
YIL156W	IX	48091	51306	+	3216	512
YIL155C	IX	51759	53708	-	1950	646
YIL154C	IX	53981	55021	-	1041	396
YIL153W	IX	55198	56379	+	1182	402
YIL152W	IX	56545	57252	+	708	174
YIL151C	IX	57338	60694	-	3357	868
YIL150C	IX	61013	62728	-	1716	189
YIL149C	IX	63028	68067	-	5040	1662
YIL148W	IX;IX	68708;69150	68715;69528	+;+	387	11071
YIL147C	IX	69791	73453	-	3663	1047
YIL146C	IX	74184	75773	-	1590	231
YIL145C	IX	76354	77283	-	930	591
YIL144W	IX	78074	80149	+	2076	558
YIL143C	IX	80510	83041	-	2532	963
YIL142C-A	IX	83208	83540	-	333	0
YIL142W	IX	83302	84885	+	1584	2261
YIL141W	IX	85053	85442	+	390	12
YIL140W	IX	85366	87837	+	2472	834
YIL139C	IX	87979	88716	-	738	203
YIL138C	IX	89230	89715	-	486	1232
YIL137C	IX	89948	92788	-	2841	776
YIL136W	IX	93619	94800	+	1182	402
YIL135C	IX	95065	96375	-	1311	796
YIL134C-A	IX	96522	96725	-	204	2
snR68	IX	97111	97246	+	136	90
YIL134W	IX	97395	98330	+	936	390
YIL133C	IX;IX	98527;99386	99095;99416	-;-	600	6985
YIL132C	IX	99860	100501	-	642	80
YIL131C	IX	100781	102235	-	1455	749
YIL130W	IX	102782	105676	+	2895	706
YIL129C	IX	106107	113237	-	7131	1385
YIL128W	IX	113806	116904	+	3099	787
YIL127C	IX	117024	117644	-	621	641
YIL126W	IX	117992	122071	+	4080	2808
YIL125W	IX	122689	125733	+	3045	1948
YIL124W	IX	126204	127097	+	894	868
YIL123W	IX	128151	129581	+	1431	3058
YIL122W	IX	130610	131665	+	1056	144
YIL121W	IX	132244	133872	+	1629	139
YIL120W	IX	134417	136108	+	1692	175
YIL119C	IX	136654	137877	-	1224	461
YIL118W	IX	139752	140447	+	696	1107
YIL117C	IX	140613	141569	-	957	478
YIL116W	IX	142928	144085	+	1158	3499
YIL115W-A	IX	144268	144639	+	372	7
YIL115C	IX	144327	148709	-	4383	1390
YIL114C	IX	149143	149988	-	846	425
YIL113W	IX	150559	151188	+	630	39
YIL112W	IX	151595	154846	+	3252	1091
YIL111W	IX;IX	155222;155311	155222;155765	+;+	456	104
YIL110W	IX	156045	157178	+	1134	798
YIL109C	IX	157385	160165	-	2781	3050
YIL108W	IX	160887	162977	+	2091	684
YIL107C	IX	163278	165761	-	2484	415
YIL106W	IX;IX	166415;166520	166434;167444	+;+	945	505
YIL105C	IX	167581	169641	-	2061	600
YIL105W-A	IX	167664	167804	+	141	0
YIL104C	IX	169982	171505	-	1524	328
YIL103W	IX	171751	173028	+	1278	767
YIL102C-A	IX	173365	173592	-	228	119
YIL102C	IX	174582	174887	-	306	6
tT(AGU)I1	IX	175031	175103	+	73	5
YIL101C	IX	175307	177250	-	1944	150
YIL100C-A	IX	177343	177681	-	339	0
YIL100W	IX	177373	177726	+	354	0
YIL099W	IX	178004	179653	+	1650	27
YIL098C	IX	179772	180239	-	468	304
YIL097W	IX	180427	181977	+	1551	151
YIL096C	IX	182117	183127	-	1011	435
tI(AAU)I1	IX	183440	183513	-	74	0
YIL095W	IX	183937	186369	+	2433	487
YIL094C	IX	186517	187632	-	1116	11928
YIL093C	IX	187990	188784	-	795	826
YIL092W	IX	189066	190967	+	1902	185
YIL091C	IX	191030	193195	-	2166	950
YIL090W	IX	193595	195070	+	1476	886
YIL089W	IX	195599	196216	+	618	154
tE(CUC)I	IX	197592	197663	+	72	0
YIL088C	IX	197931	199403	-	1473	1327
YIL087C	IX	199646	200119	-	474	253
YIL086C	IX	200153	200461	-	309	6
YIL085C	IX	200490	202043	-	1554	1035
YIL084C	IX	202276	203259	-	984	238
YIL083C	IX	203556	204653	-	1098	518
YIL082W-A	IX;IX	205635;206487	206485;210132	+;+	4497	0
YIL082W	IX	205635	206507	+	873	0
YIL080W	IX;IX	205635;206486	206484;210357	+;+	4722	0
tI(AAU)I2	IX	210665	210738	+	74	1
YIL079C	IX	210923	212005	-	1083	525
YIL078W	IX	212499	214703	+	2205	7454
YIL077C	IX	214991	215953	-	963	229
YIL076W	IX	216658	217548	+	891	1380
YIL075C	IX	217863	220700	-	2838	6708
YIL074C	IX	221081	222490	-	1410	8129
YIL073C	IX;IX	222937;225900	225809;225954	-;-	2928	204
YIL072W	IX	226602	228419	+	1818	87
YIL071W-A	IX	228550	229026	+	477	5
YIL071C	IX	228660	229994	-	1335	102
YIL070C	IX	230272	231072	-	801	1674
YIL069C	IX;IX	231553;232367	231957;232369	-;-	408	7232
YIL068W-A	IX	233013	233396	+	384	2
YIL068C	IX	233057	235474	-	2418	628
YIL067C	IX	235724	237760	-	2037	436
YIL066W-A	IX	237366	237809	+	444	0
YIL066C	IX	238099	240708	-	2610	58
YIL065C	IX	241308	241775	-	468	282
YIL064W	IX	241943	242716	+	774	577
YIL063C	IX	242761	243744	-	984	762
YIL062C	IX	243998	244462	-	465	532
YIL061C	IX	244657	245559	-	903	216
YIL060W	IX	246392	246826	+	435	0
YIL059C	IX	246550	246915	-	366	0
YIL058W	IX	246914	247198	+	285	16
YIL057C	IX	247902	248396	-	495	4
tS(UGA)I	IX	248850	248931	+	82	0
YIL056W	IX	249991	251913	+	1923	580
YIL055C	IX	252042	253925	-	1884	229
YIL054W	IX	254543	254860	+	318	7
YIL053W	IX	255115	255867	+	753	9743
YIL052C	IX;IX	256226;257027	256554;257063	-;-	366	8378
YIL051C	IX	257843	258280	-	438	1625
YIL050W	IX	258913	259770	+	858	751
YIL049W	IX	260158	260919	+	762	191
YIL048W	IX	261437	264892	+	3456	1139
YIL047C-A	IX	265099	265467	-	369	7
YIL047C	IX	265115	267823	-	2709	1460
YIL046W-A	IX	268309	268473	+	165	2
YIL046W	IX	268651	270573	+	1923	994
YIL045W	IX	271161	272777	+	1617	178
